,filename,basename,n_segments,n_train,n_val,n_test,part_new
2682,Po4UGCJbCbw.002.wav,Po4UGCJbCbw,5.0,1.0,3.0,1.0,Train
2683,YiX6thczM1w.001.wav,YiX6thczM1w,5.0,3.0,0.0,2.0,Train
2684,L_gmlaz-0s4.003.wav,L_gmlaz-0s4,6.0,3.0,1.0,2.0,Test
2685,3JzvXA-Zfbs.003.wav,3JzvXA-Zfbs,5.0,4.0,1.0,0.0,Test
2686,jwbHWwySJW8.004.wav,jwbHWwySJW8,2.0,1.0,0.0,1.0,Train
2687,8cIuBkFoh0s.000.wav,8cIuBkFoh0s,2.0,1.0,0.0,1.0,Train
2688,Etfh8X-ECtY.004.wav,Etfh8X-ECtY,6.0,5.0,1.0,0.0,Train
2689,8qG1sMihtPA.004.wav,8qG1sMihtPA,6.0,3.0,3.0,0.0,Train
2690,4TpJ1FT2w6Y.005.wav,4TpJ1FT2w6Y,4.0,4.0,0.0,0.0,Train
2691,xRhUBifOWiI.001.wav,xRhUBifOWiI,6.0,4.0,1.0,1.0,Val
2692,JBdLI6AhJrw.002.wav,JBdLI6AhJrw,3.0,3.0,0.0,0.0,Train
2693,Hm5K_K0v718.000.wav,Hm5K_K0v718,5.0,3.0,1.0,1.0,Train
2694,HONL8ha-1BE.000.wav,HONL8ha-1BE,5.0,5.0,0.0,0.0,Train
2695,AJIphVRpYrg.003.wav,AJIphVRpYrg,6.0,4.0,0.0,2.0,Train
2696,86upzmhvpXw.001.wav,86upzmhvpXw,5.0,3.0,1.0,1.0,Val
2697,Lu9UNCSpQZM.004.wav,Lu9UNCSpQZM,4.0,2.0,2.0,0.0,Test
2698,fYUcoKDyRiU.001.wav,fYUcoKDyRiU,1.0,1.0,0.0,0.0,Val
2699,LLP-oZfo8oE.005.wav,LLP-oZfo8oE,4.0,4.0,0.0,0.0,Train
2700,nQtiqrceBhg.003.wav,nQtiqrceBhg,4.0,2.0,0.0,2.0,Train
2701,aFVFvJNnFt0.004.wav,aFVFvJNnFt0,6.0,5.0,1.0,0.0,Train
2702,Or2_bP4lWYI.005.wav,Or2_bP4lWYI,6.0,5.0,1.0,0.0,Val
2703,YiX6thczM1w.002.wav,YiX6thczM1w,5.0,3.0,0.0,2.0,Train
2704,ROTx-0q1F9M.001.wav,ROTx-0q1F9M,3.0,3.0,0.0,0.0,Train
2705,kAjPHyfol4w.001.wav,kAjPHyfol4w,2.0,2.0,0.0,0.0,Train
2706,ZqbJIM7rmO8.005.wav,ZqbJIM7rmO8,6.0,3.0,1.0,2.0,Train
2707,UipoC_HLOP0.001.wav,UipoC_HLOP0,5.0,3.0,1.0,1.0,Train
2708,UoC_4qi_m9c.003.wav,UoC_4qi_m9c,3.0,2.0,0.0,1.0,Train
2709,KahSwziq8F0.001.wav,KahSwziq8F0,5.0,5.0,0.0,0.0,Train
2710,fDw_PAgW07o.002.wav,fDw_PAgW07o,6.0,5.0,1.0,0.0,Val
2711,fBMKlYUjA9E.000.wav,fBMKlYUjA9E,6.0,2.0,2.0,2.0,Train
2712,zMXIf66PPhU.001.wav,zMXIf66PPhU,4.0,3.0,1.0,0.0,Train
2713,8ZHpqRJ39HA.002.wav,8ZHpqRJ39HA,5.0,4.0,0.0,1.0,Train
2714,Gdrgw7Z6tLg.003.wav,Gdrgw7Z6tLg,3.0,2.0,0.0,1.0,Train
2715,C-48U5oDuvw.004.wav,C-48U5oDuvw,6.0,2.0,2.0,2.0,Val
2716,FwjoTGcsFNg.002.wav,FwjoTGcsFNg,6.0,4.0,2.0,0.0,Train
2717,Oe7ItP7gS4w.004.wav,Oe7ItP7gS4w,6.0,3.0,3.0,0.0,Train
2718,vAEqpUwBMJQ.005.wav,vAEqpUwBMJQ,5.0,4.0,0.0,1.0,Train
2719,mkWfG-4vvGc.000.wav,mkWfG-4vvGc,4.0,3.0,0.0,1.0,Train
2720,o-fNF5QVMNo.005.wav,o-fNF5QVMNo,3.0,2.0,0.0,1.0,Train
2721,EMNcIRgaDMg.004.wav,EMNcIRgaDMg,2.0,2.0,0.0,0.0,Train
2722,54TGLGvIm_8.004.wav,54TGLGvIm_8,4.0,4.0,0.0,0.0,Train
2723,g0Zlp-F6Z6E.003.wav,g0Zlp-F6Z6E,4.0,3.0,1.0,0.0,Val
2724,W2AB3UUyvwI.005.wav,W2AB3UUyvwI,3.0,3.0,0.0,0.0,Train
2725,geXpIfaFzF4.004.wav,geXpIfaFzF4,4.0,4.0,0.0,0.0,Train
2726,kUv0BJQmKq0.002.wav,kUv0BJQmKq0,4.0,4.0,0.0,0.0,Train
2727,nUbhRInpVbA.005.wav,nUbhRInpVbA,5.0,3.0,1.0,1.0,Test
2728,7UQt8QB3cQY.003.wav,7UQt8QB3cQY,4.0,4.0,0.0,0.0,Train
2729,shtirfEzWFA.002.wav,shtirfEzWFA,6.0,3.0,2.0,1.0,Train
2730,HX-3jJdK7HM.004.wav,HX-3jJdK7HM,3.0,2.0,1.0,0.0,Val
2731,cgp1OzTOq1o.000.wav,cgp1OzTOq1o,6.0,4.0,0.0,2.0,Test
2732,nCWEEoJfjgE.000.wav,nCWEEoJfjgE,6.0,4.0,1.0,1.0,Train
2733,3R2LrAKCWr8.001.wav,3R2LrAKCWr8,2.0,2.0,0.0,0.0,Val
2734,YjXUMygVw7U.002.wav,YjXUMygVw7U,3.0,2.0,1.0,0.0,Test
2735,NdAJGXf8aos.002.wav,NdAJGXf8aos,3.0,2.0,0.0,1.0,Val
2736,DCROfrHI1MU.000.wav,DCROfrHI1MU,3.0,2.0,1.0,0.0,Val
2737,wBCSJVBr4ZE.004.wav,wBCSJVBr4ZE,6.0,2.0,2.0,2.0,Train
2738,cQRFb-xa4Vc.005.wav,cQRFb-xa4Vc,5.0,2.0,1.0,2.0,Test
2739,mpk5Ubw2fj8.000.wav,mpk5Ubw2fj8,6.0,2.0,1.0,3.0,Train
2740,5U0xeSXEZOU.000.wav,5U0xeSXEZOU,4.0,4.0,0.0,0.0,Train
2741,XEpdSMQfEOs.002.wav,XEpdSMQfEOs,4.0,3.0,0.0,1.0,Train
2742,t0AupkXkkZw.004.wav,t0AupkXkkZw,6.0,4.0,2.0,0.0,Train
2743,gX20EUUZc9M.004.wav,gX20EUUZc9M,2.0,1.0,0.0,1.0,Train
2744,3HA2W1s4oP8.001.wav,3HA2W1s4oP8,5.0,4.0,1.0,0.0,Train
2745,WOyix7rTgwI.001.wav,WOyix7rTgwI,1.0,1.0,0.0,0.0,Test
2746,P0ZzjnS8E24.000.wav,P0ZzjnS8E24,6.0,1.0,2.0,3.0,Train
2747,zxuPCshTSOs.005.wav,zxuPCshTSOs,3.0,2.0,1.0,0.0,Train
2748,3RhBqNzCMG8.001.wav,3RhBqNzCMG8,1.0,1.0,0.0,0.0,Test
2749,nKx64KH7Xks.002.wav,nKx64KH7Xks,6.0,5.0,1.0,0.0,Test
2750,NVvKBE5FTMk.005.wav,NVvKBE5FTMk,5.0,1.0,1.0,3.0,Test
2751,8narByy2B5g.004.wav,8narByy2B5g,6.0,3.0,3.0,0.0,Train
2752,9a-3LrB7cDI.005.wav,9a-3LrB7cDI,6.0,4.0,1.0,1.0,Train
2753,Qkao4XiSflU.003.wav,Qkao4XiSflU,1.0,1.0,0.0,0.0,Val
2754,Hklc55y7vUI.005.wav,Hklc55y7vUI,4.0,2.0,1.0,1.0,Train
2755,a5tVPpLsaGc.003.wav,a5tVPpLsaGc,3.0,2.0,0.0,1.0,Val
2756,duEi37qVB7k.000.wav,duEi37qVB7k,1.0,1.0,0.0,0.0,Train
2757,qoZwA4ESb7g.000.wav,qoZwA4ESb7g,4.0,3.0,0.0,1.0,Train
2758,7nhJXn9PI0I.004.wav,7nhJXn9PI0I,3.0,3.0,0.0,0.0,Train
2759,jxt1W2WRNHQ.004.wav,jxt1W2WRNHQ,6.0,5.0,0.0,1.0,Train
2760,K-iwJMxjyx4.000.wav,K-iwJMxjyx4,6.0,5.0,0.0,1.0,Test
2761,NCm736FngNo.000.wav,NCm736FngNo,1.0,1.0,0.0,0.0,Train
2762,c2LeNguVNrI.002.wav,c2LeNguVNrI,5.0,2.0,2.0,1.0,Train
2763,PReOtefm17s.002.wav,PReOtefm17s,6.0,2.0,1.0,3.0,Test
2764,9c66Lb7e1BQ.003.wav,9c66Lb7e1BQ,3.0,2.0,1.0,0.0,Train
2765,8Z6PrQdqffA.005.wav,8Z6PrQdqffA,6.0,4.0,2.0,0.0,Val
2766,m4-vvEeWP8s.002.wav,m4-vvEeWP8s,3.0,3.0,0.0,0.0,Train
2767,lxnV9X8T2Zc.003.wav,lxnV9X8T2Zc,5.0,3.0,1.0,1.0,Val
2768,ahqyOhg6D7c.003.wav,ahqyOhg6D7c,2.0,1.0,1.0,0.0,Val
2769,mFz5Fbs97QA.003.wav,mFz5Fbs97QA,6.0,2.0,1.0,3.0,Train
2770,jxt1W2WRNHQ.000.wav,jxt1W2WRNHQ,6.0,5.0,0.0,1.0,Train
2771,9_6auSk_wkY.000.wav,9_6auSk_wkY,4.0,3.0,0.0,1.0,Val
2772,7GRC7XjGzX8.003.wav,7GRC7XjGzX8,4.0,2.0,1.0,1.0,Train
2773,0_xOGmydDN0.004.wav,0_xOGmydDN0,5.0,4.0,0.0,1.0,Val
2774,1mODTfLRGdI.000.wav,1mODTfLRGdI,4.0,3.0,1.0,0.0,Train
2775,JxxF9y61ujA.005.wav,JxxF9y61ujA,5.0,4.0,1.0,0.0,Val
2776,qVcw5-mm31s.005.wav,qVcw5-mm31s,6.0,3.0,2.0,1.0,Train
2777,sRuO_Fz3eog.004.wav,sRuO_Fz3eog,1.0,1.0,0.0,0.0,Train
2778,OACoHiwOdXQ.002.wav,OACoHiwOdXQ,5.0,3.0,0.0,2.0,Test
2779,GxMxrhiyjO8.005.wav,GxMxrhiyjO8,1.0,1.0,0.0,0.0,Val
2780,RhFPotjd0hM.004.wav,RhFPotjd0hM,6.0,3.0,1.0,2.0,Train
2781,V9roK_mLM-w.003.wav,V9roK_mLM-w,6.0,3.0,1.0,2.0,Train
2782,rqfvIjzegpI.000.wav,rqfvIjzegpI,4.0,3.0,0.0,1.0,Train
2783,Kmrd1MsZKmQ.002.wav,Kmrd1MsZKmQ,5.0,4.0,1.0,0.0,Train
2784,0MB91ku0eEw.003.wav,0MB91ku0eEw,6.0,1.0,0.0,5.0,Test
2785,sntohi33U5s.005.wav,sntohi33U5s,6.0,4.0,0.0,2.0,Test
2786,dkhnv1EBvKI.002.wav,dkhnv1EBvKI,6.0,6.0,0.0,0.0,Train
2787,wxpXOLNwW1E.000.wav,wxpXOLNwW1E,2.0,2.0,0.0,0.0,Val
2788,XEpdSMQfEOs.003.wav,XEpdSMQfEOs,4.0,3.0,0.0,1.0,Train
2789,h9jIdLBaMEo.002.wav,h9jIdLBaMEo,5.0,4.0,0.0,1.0,Train
2790,VugKq4gOi50.004.wav,VugKq4gOi50,6.0,3.0,3.0,0.0,Train
2791,-5riMLK-PgU.001.wav,-5riMLK-PgU,1.0,1.0,0.0,0.0,Train
2792,NhyVkwcZbTA.005.wav,NhyVkwcZbTA,6.0,4.0,1.0,1.0,Test
2793,emHDoDcht44.001.wav,emHDoDcht44,1.0,1.0,0.0,0.0,Train
2794,GUxm9AWVpOI.003.wav,GUxm9AWVpOI,2.0,2.0,0.0,0.0,Test
2795,keW8-eSiQ70.003.wav,keW8-eSiQ70,5.0,1.0,3.0,1.0,Train
2796,LGPm8ok6kVo.001.wav,LGPm8ok6kVo,3.0,1.0,1.0,1.0,Train
2797,OgPC4wnLJR0.003.wav,OgPC4wnLJR0,6.0,5.0,1.0,0.0,Train
2798,MrYEK0nvnAo.002.wav,MrYEK0nvnAo,4.0,3.0,1.0,0.0,Train
2799,bEXDNfLBy1I.002.wav,bEXDNfLBy1I,6.0,3.0,0.0,3.0,Train
2800,jZhlaIUFMLc.000.wav,jZhlaIUFMLc,5.0,5.0,0.0,0.0,Test
2801,86HyqfDcAJM.001.wav,86HyqfDcAJM,1.0,1.0,0.0,0.0,Train
2802,TaL5JleXDP8.005.wav,TaL5JleXDP8,2.0,2.0,0.0,0.0,Test
2803,38fE5B4ghw0.002.wav,38fE5B4ghw0,6.0,5.0,0.0,1.0,Val
2804,DWVJXufR7gE.000.wav,DWVJXufR7gE,2.0,2.0,0.0,0.0,Train
2805,9sfpnlBRCl0.000.wav,9sfpnlBRCl0,1.0,1.0,0.0,0.0,Train
2806,RvoxbgEP49Q.005.wav,RvoxbgEP49Q,2.0,2.0,0.0,0.0,Test
2807,vP6TUda99tc.005.wav,vP6TUda99tc,1.0,1.0,0.0,0.0,Train
2808,SEELGB_-uWU.001.wav,SEELGB_-uWU,4.0,4.0,0.0,0.0,Train
2809,LWO2ZhalAEY.005.wav,LWO2ZhalAEY,3.0,2.0,0.0,1.0,Val
2810,9c66Lb7e1BQ.002.wav,9c66Lb7e1BQ,3.0,2.0,1.0,0.0,Train
2811,-NwfYYf5xLo.005.wav,-NwfYYf5xLo,2.0,1.0,0.0,1.0,Train
2812,tw6lY2ptkvo.002.wav,tw6lY2ptkvo,1.0,1.0,0.0,0.0,Train
2813,XYt6WL-l7do.002.wav,XYt6WL-l7do,4.0,4.0,0.0,0.0,Test
2814,EDshSjcCsoY.002.wav,EDshSjcCsoY,2.0,2.0,0.0,0.0,Train
2815,eI_7SimPnnQ.001.wav,eI_7SimPnnQ,6.0,5.0,1.0,0.0,Val
2816,Wx_oe0SxD9w.001.wav,Wx_oe0SxD9w,6.0,4.0,2.0,0.0,Train
2817,dLaqub4BEsA.003.wav,dLaqub4BEsA,5.0,4.0,1.0,0.0,Train
2818,ZNJFmNiWC4I.005.wav,ZNJFmNiWC4I,4.0,4.0,0.0,0.0,Train
2819,vE9XgQL7DGE.004.wav,vE9XgQL7DGE,4.0,3.0,0.0,1.0,Test
2820,P6g1mZ3f76U.003.wav,P6g1mZ3f76U,5.0,3.0,2.0,0.0,Train
2821,l1L61qbiV2U.001.wav,l1L61qbiV2U,1.0,1.0,0.0,0.0,Val
2822,uwUkp63db18.002.wav,uwUkp63db18,5.0,5.0,0.0,0.0,Train
2823,CHkKv9TXm0g.000.wav,CHkKv9TXm0g,2.0,1.0,1.0,0.0,Val
2824,-IK--4uz5ZY.003.wav,-IK--4uz5ZY,4.0,4.0,0.0,0.0,Train
2825,04oq2yrBwMg.004.wav,04oq2yrBwMg,6.0,2.0,3.0,1.0,Train
2826,WuIKjBb7s4Q.003.wav,WuIKjBb7s4Q,6.0,5.0,1.0,0.0,Train
2827,jSw-grsJCnE.000.wav,jSw-grsJCnE,3.0,2.0,0.0,1.0,Train
2828,WUNXs4r_xCU.001.wav,WUNXs4r_xCU,6.0,5.0,1.0,0.0,Train
2829,8YQKwMdiaAE.001.wav,8YQKwMdiaAE,5.0,2.0,1.0,2.0,Train
2830,1eOvtoZCie8.000.wav,1eOvtoZCie8,4.0,4.0,0.0,0.0,Train
2831,ox-qZvCLtls.005.wav,ox-qZvCLtls,1.0,1.0,0.0,0.0,Val
2832,7pLWTfnOSIU.001.wav,7pLWTfnOSIU,2.0,2.0,0.0,0.0,Train
2833,gFEntQ_UKvk.002.wav,gFEntQ_UKvk,3.0,2.0,0.0,1.0,Val
2834,DyZlhseSuec.003.wav,DyZlhseSuec,5.0,3.0,1.0,1.0,Val
2835,muLgzV1gGao.005.wav,muLgzV1gGao,6.0,3.0,1.0,2.0,Val
2836,BeyIfaH64xY.000.wav,BeyIfaH64xY,6.0,4.0,1.0,1.0,Val
2837,3OoQBXWTGfE.002.wav,3OoQBXWTGfE,5.0,4.0,1.0,0.0,Train
2838,kdPRPO3wgg0.001.wav,kdPRPO3wgg0,5.0,3.0,1.0,1.0,Val
2839,AZj2VoCcayA.005.wav,AZj2VoCcayA,4.0,3.0,1.0,0.0,Test
2840,WuHLxhCSnGs.005.wav,WuHLxhCSnGs,5.0,4.0,1.0,0.0,Train
2841,Bo-mrL28d8M.002.wav,Bo-mrL28d8M,6.0,3.0,2.0,1.0,Train
2842,HWuh0biZQ_c.002.wav,HWuh0biZQ_c,5.0,3.0,1.0,1.0,Train
2843,AlEqtGWa43g.005.wav,AlEqtGWa43g,6.0,2.0,2.0,2.0,Val
2844,hhdzTOyFIo8.003.wav,hhdzTOyFIo8,3.0,3.0,0.0,0.0,Train
2845,datcFOBWYxc.005.wav,datcFOBWYxc,6.0,3.0,3.0,0.0,Train
2846,6wIEiqmuHOM.000.wav,6wIEiqmuHOM,2.0,1.0,0.0,1.0,Train
2847,AWe6ZZUmlZw.000.wav,AWe6ZZUmlZw,6.0,3.0,2.0,1.0,Test
2848,EknEAPhAjdA.000.wav,EknEAPhAjdA,6.0,5.0,1.0,0.0,Train
2849,8YQKwMdiaAE.002.wav,8YQKwMdiaAE,5.0,2.0,1.0,2.0,Train
2850,LBKbubsgpE8.001.wav,LBKbubsgpE8,6.0,2.0,1.0,3.0,Train
2851,CRLsCyMfskE.004.wav,CRLsCyMfskE,6.0,5.0,0.0,1.0,Train
2852,7Y4cUPFEt-4.002.wav,7Y4cUPFEt-4,5.0,3.0,1.0,1.0,Train
2853,kAjPHyfol4w.004.wav,kAjPHyfol4w,2.0,2.0,0.0,0.0,Train
2854,OLFhKCgexRU.002.wav,OLFhKCgexRU,6.0,4.0,1.0,1.0,Train
2855,tepWDnvIuRg.001.wav,tepWDnvIuRg,5.0,5.0,0.0,0.0,Train
2856,AWyKLALCUyM.000.wav,AWyKLALCUyM,1.0,1.0,0.0,0.0,Train
2857,b8GPFr11adA.004.wav,b8GPFr11adA,6.0,4.0,0.0,2.0,Val
2858,rWT8N_yjf60.005.wav,rWT8N_yjf60,2.0,1.0,0.0,1.0,Train
2859,5Eez38v8TuU.000.wav,5Eez38v8TuU,6.0,3.0,2.0,1.0,Test
2860,2mgj9ncREyA.000.wav,2mgj9ncREyA,2.0,2.0,0.0,0.0,Train
2861,HhC2cGFFZeY.000.wav,HhC2cGFFZeY,5.0,3.0,1.0,1.0,Train
2862,owRKOW0ymCM.002.wav,owRKOW0ymCM,5.0,2.0,1.0,2.0,Train
2863,oBE9f5xD9rk.002.wav,oBE9f5xD9rk,4.0,4.0,0.0,0.0,Train
2864,3VTL2kFt17M.005.wav,3VTL2kFt17M,5.0,4.0,0.0,1.0,Train
2865,C0UMWrEJ2x0.005.wav,C0UMWrEJ2x0,3.0,2.0,0.0,1.0,Train
2866,Rw_ZLT9vZTI.005.wav,Rw_ZLT9vZTI,3.0,2.0,0.0,1.0,Val
2867,tutTFKP_fdg.000.wav,tutTFKP_fdg,2.0,2.0,0.0,0.0,Train
2868,HONL8ha-1BE.002.wav,HONL8ha-1BE,5.0,5.0,0.0,0.0,Train
2869,NzCflfxgvwo.003.wav,NzCflfxgvwo,2.0,1.0,0.0,1.0,Train
2870,Wx_oe0SxD9w.002.wav,Wx_oe0SxD9w,6.0,4.0,2.0,0.0,Train
2871,8XJCdulCPkM.004.wav,8XJCdulCPkM,3.0,3.0,0.0,0.0,Train
2872,dmOKZLeFKCM.004.wav,dmOKZLeFKCM,3.0,2.0,1.0,0.0,Test
2873,3lV-sr3NOUo.004.wav,3lV-sr3NOUo,5.0,2.0,3.0,0.0,Train
2874,m_2k0dL8CRM.001.wav,m_2k0dL8CRM,2.0,1.0,1.0,0.0,Train
2875,XkeSLRAftxA.001.wav,XkeSLRAftxA,3.0,3.0,0.0,0.0,Train
2876,F4UeAogUMMs.005.wav,F4UeAogUMMs,6.0,6.0,0.0,0.0,Train
2877,IlbODduDCb4.005.wav,IlbODduDCb4,6.0,6.0,0.0,0.0,Train
2878,T-mK85acIOc.005.wav,T-mK85acIOc,4.0,2.0,1.0,1.0,Train
2879,7wsksuXYoMY.002.wav,7wsksuXYoMY,6.0,5.0,1.0,0.0,Val
2880,mfGhtr0zy3k.001.wav,mfGhtr0zy3k,5.0,2.0,2.0,1.0,Train
2881,iiW_nu6JITY.005.wav,iiW_nu6JITY,6.0,4.0,2.0,0.0,Val
2882,--Ymqszjv54.004.wav,--Ymqszjv54,5.0,4.0,0.0,1.0,Test
2883,glgfB3vFewc.002.wav,glgfB3vFewc,5.0,3.0,1.0,1.0,Train
2884,OTXGM3Guxy4.005.wav,OTXGM3Guxy4,5.0,4.0,0.0,1.0,Train
2885,tNPLxKC38Xs.000.wav,tNPLxKC38Xs,4.0,4.0,0.0,0.0,Train
2886,omQ5CGXJKS8.002.wav,omQ5CGXJKS8,2.0,2.0,0.0,0.0,Train
2887,Y1LrgyCJtpU.000.wav,Y1LrgyCJtpU,6.0,5.0,1.0,0.0,Train
2888,IQdz0Pd-L2Y.005.wav,IQdz0Pd-L2Y,6.0,4.0,2.0,0.0,Test
2889,fDw_PAgW07o.001.wav,fDw_PAgW07o,6.0,5.0,1.0,0.0,Val
2890,DctPau1p7JM.002.wav,DctPau1p7JM,3.0,2.0,0.0,1.0,Train
2891,GwKmjEb3qN0.004.wav,GwKmjEb3qN0,4.0,3.0,1.0,0.0,Train
2892,laPGbkC87us.004.wav,laPGbkC87us,1.0,1.0,0.0,0.0,Train
2893,AFtQfwBA_gI.000.wav,AFtQfwBA_gI,1.0,1.0,0.0,0.0,Train
2894,GO6s-qDADuU.004.wav,GO6s-qDADuU,3.0,1.0,1.0,1.0,Train
2895,SCZLT4fH5B8.001.wav,SCZLT4fH5B8,2.0,2.0,0.0,0.0,Train
2896,m4KKYcD6CZw.002.wav,m4KKYcD6CZw,2.0,2.0,0.0,0.0,Val
2897,V8PSAROGbZM.004.wav,V8PSAROGbZM,1.0,1.0,0.0,0.0,Val
2898,xGo_wImhwkQ.003.wav,xGo_wImhwkQ,2.0,1.0,0.0,1.0,Train
2899,rxYWgXYTATs.003.wav,rxYWgXYTATs,5.0,5.0,0.0,0.0,Train
2900,GQczMGrVgbc.001.wav,GQczMGrVgbc,4.0,3.0,0.0,1.0,Train
2901,6zm71IHOCZA.002.wav,6zm71IHOCZA,6.0,3.0,1.0,2.0,Train
2902,qtB-CogljAo.000.wav,qtB-CogljAo,6.0,5.0,0.0,1.0,Train
2903,DTZeyoKUPx4.002.wav,DTZeyoKUPx4,6.0,6.0,0.0,0.0,Test
2904,DChmTb-c9uM.005.wav,DChmTb-c9uM,6.0,3.0,1.0,2.0,Train
2905,Rwsss8y1bf0.002.wav,Rwsss8y1bf0,6.0,3.0,3.0,0.0,Train
2906,XLV7teADu3c.000.wav,XLV7teADu3c,2.0,2.0,0.0,0.0,Train
2907,zEyRyTnIw5I.005.wav,zEyRyTnIw5I,3.0,2.0,1.0,0.0,Train
2908,_X6_C_Oy9VA.005.wav,_X6_C_Oy9VA,6.0,5.0,0.0,1.0,Val
2909,7MwZm3mhSA8.004.wav,7MwZm3mhSA8,2.0,1.0,0.0,1.0,Train
2910,gq0yaEv6gSE.002.wav,gq0yaEv6gSE,3.0,2.0,1.0,0.0,Train
2911,LSqijVxP0EM.000.wav,LSqijVxP0EM,5.0,4.0,0.0,1.0,Train
2912,zT_s9X21gAE.004.wav,zT_s9X21gAE,5.0,4.0,1.0,0.0,Test
2913,jPpZkVzQywk.000.wav,jPpZkVzQywk,5.0,3.0,2.0,0.0,Train
2914,0gv5Z0qt2jc.004.wav,0gv5Z0qt2jc,6.0,6.0,0.0,0.0,Val
2915,puLXzqUvm_U.001.wav,puLXzqUvm_U,6.0,4.0,0.0,2.0,Test
2916,XpY-cxkbYdo.002.wav,XpY-cxkbYdo,2.0,1.0,1.0,0.0,Val
2917,kAbMWBsPKR4.000.wav,kAbMWBsPKR4,2.0,2.0,0.0,0.0,Test
2918,VUgKH9DIs-8.002.wav,VUgKH9DIs-8,6.0,5.0,1.0,0.0,Val
2919,3LAaFUSGvsU.003.wav,3LAaFUSGvsU,5.0,3.0,1.0,1.0,Test
2920,Dhbva5oGE7g.000.wav,Dhbva5oGE7g,3.0,2.0,0.0,1.0,Val
2921,-IK--4uz5ZY.004.wav,-IK--4uz5ZY,4.0,4.0,0.0,0.0,Train
2922,_ztmNiy8D3c.001.wav,_ztmNiy8D3c,4.0,3.0,1.0,0.0,Train
2923,iW1t-ZiG2rc.000.wav,iW1t-ZiG2rc,3.0,2.0,1.0,0.0,Train
2924,Kmrd1MsZKmQ.003.wav,Kmrd1MsZKmQ,5.0,4.0,1.0,0.0,Train
2925,CJhP12Gi8sg.002.wav,CJhP12Gi8sg,1.0,1.0,0.0,0.0,Val
2926,cY3nHc5fDYE.000.wav,cY3nHc5fDYE,6.0,2.0,1.0,3.0,Train
2927,OgPC4wnLJR0.005.wav,OgPC4wnLJR0,6.0,5.0,1.0,0.0,Train
2928,y1e8xPAaL9k.002.wav,y1e8xPAaL9k,2.0,2.0,0.0,0.0,Test
2929,bzIxJ-gtvUw.005.wav,bzIxJ-gtvUw,1.0,1.0,0.0,0.0,Train
2930,ZiKxJbVI5_g.001.wav,ZiKxJbVI5_g,4.0,4.0,0.0,0.0,Train
2931,CqQavmWSLrI.000.wav,CqQavmWSLrI,6.0,6.0,0.0,0.0,Test
2932,oBE9f5xD9rk.000.wav,oBE9f5xD9rk,4.0,4.0,0.0,0.0,Train
2933,DhqfB9chceo.001.wav,DhqfB9chceo,3.0,2.0,0.0,1.0,Train
2934,_S_bWJwqsmM.004.wav,_S_bWJwqsmM,2.0,2.0,0.0,0.0,Train
2935,39o1zJFeM7E.002.wav,39o1zJFeM7E,5.0,4.0,0.0,1.0,Train
2936,Yj36y7ELRZE.004.wav,Yj36y7ELRZE,5.0,3.0,1.0,1.0,Train
2937,taSAaWKcmTw.005.wav,taSAaWKcmTw,6.0,4.0,1.0,1.0,Train
2938,_fJcW5234bY.002.wav,_fJcW5234bY,6.0,3.0,2.0,1.0,Train
2939,7IegDaeNlik.005.wav,7IegDaeNlik,6.0,4.0,2.0,0.0,Train
2940,oC-qxnrmJws.003.wav,oC-qxnrmJws,6.0,4.0,0.0,2.0,Train
2941,tepWDnvIuRg.004.wav,tepWDnvIuRg,5.0,5.0,0.0,0.0,Train
2942,pEYFpmjwKC0.002.wav,pEYFpmjwKC0,6.0,4.0,1.0,1.0,Test
2943,ZkypeQdzgvQ.002.wav,ZkypeQdzgvQ,5.0,4.0,0.0,1.0,Val
2944,F5kL7RWS_f0.004.wav,F5kL7RWS_f0,5.0,3.0,1.0,1.0,Train
2945,w989xx44UQI.003.wav,w989xx44UQI,5.0,4.0,1.0,0.0,Train
2946,ivecmGb711M.001.wav,ivecmGb711M,1.0,1.0,0.0,0.0,Test
2947,iGBVrJMr62U.003.wav,iGBVrJMr62U,5.0,4.0,1.0,0.0,Val
2948,rTG9gtci67c.005.wav,rTG9gtci67c,6.0,4.0,2.0,0.0,Train
2949,xe3l76e8yE4.001.wav,xe3l76e8yE4,1.0,1.0,0.0,0.0,Train
2950,FvjIziLzffo.002.wav,FvjIziLzffo,5.0,3.0,2.0,0.0,Test
2951,FU1ak530DDo.001.wav,FU1ak530DDo,4.0,2.0,0.0,2.0,Test
2952,IyBCZySg-c4.001.wav,IyBCZySg-c4,5.0,3.0,1.0,1.0,Train
2953,p7aNK5GKwEc.000.wav,p7aNK5GKwEc,1.0,1.0,0.0,0.0,Train
2954,8gvBbE6iZNo.005.wav,8gvBbE6iZNo,6.0,3.0,2.0,1.0,Train
2955,y7MEVu2nyes.000.wav,y7MEVu2nyes,4.0,4.0,0.0,0.0,Test
2956,EHPZNxP5mN8.000.wav,EHPZNxP5mN8,2.0,1.0,1.0,0.0,Train
2957,1pm5uoU85FI.003.wav,1pm5uoU85FI,5.0,3.0,2.0,0.0,Val
2958,lvae9lRUugE.003.wav,lvae9lRUugE,4.0,4.0,0.0,0.0,Train
2959,EknEAPhAjdA.002.wav,EknEAPhAjdA,6.0,5.0,1.0,0.0,Train
2960,hT83GkLYIFs.002.wav,hT83GkLYIFs,2.0,2.0,0.0,0.0,Train
